,issn,journal_name,pub_name,is_hybrid,category,url
32140,0976-9870,Journal of Arts and Culture,BioInfo Publications,0.0,Other,No Url
32184,2395-9630,Mexican Journal of Materials Science and Engineering,Universidad Autonoma de Yucatan,0.0,Technology,http://intranet.matematicas.uady.mx/mjmatse/index.php?lan=textoEN
32189,0896-5803,Journal of Real Estate Research,Self Owned - Non-Profit Society,0.0,Other,No Url
32191,0210-9778,Lazaroa,Other,0.0,Other,No Url
32212,0976-9285,Journal of Craniovertebral Junction and Spine,Medknow Publications,0.0,Medicine,http://www.jcvjs.com
32213,2197-6775,Internet Policy Review,Alexander von Humboldt Institute for Internet and Society,0.0,Science,http://policyreview.info
32217,2067-2284,Human Geographies : Journal of Studies and Research in Human Geography,University of Bucharest,0.0,Geography. Anthropology. Recreation,http://humangeographies.org.ro/
32230,2174-7245,Normas: Revista De Estudios LingÔŅĹÔŅĹsticos HispÔŅĹnicos,Universitat de ValÔŅĹncia,0.0,Language and Literature,https://ojs.uv.es/index.php/normas/index
32247,1989-1709,Amaltea: Revista De MitocrÔŅĹtica,Universidad Complutense de Madrid,0.0,Fine Arts,http://revistas.ucm.es/index.php/AMAL
32249,2090-5777,ISRN Pulmonology,Hindawi Publishing Corporation,0.0,Medicine,http://www.isrn.com/journals/pulmonology/
32257,1920-7603,Journal of Pollination Ecology,Enviroquest Ltd.,0.0,Science,http://www.pollinationecology.org
32284,2228-7299,Journal of Ardabil University of Medical Sciences,Ardabil University of Medical Sciences,0.0,Medicine,http://jarums.arums.ac.ir/index.php?slc_lang=en&sid=1
32295,2155-384X,Clinical and Translational Gastroenterology,Other,0.0,Other,No Url
32297,1999-4923,Pharmaceutics,Mdpi,0.0,Other,No Url
32312,2984-8563,Donnish Journal of Psychology and Counselling (DJPC),Donnish Journals,0.0,Other,No Url
32327,3847-3857,International Journal of Pediatrics,Other,0.0,Other,No Url
32336,0718-8307,Ingenieria Industrial,Universidad del Biobio,0.0,Technology,http://revistas.ubiobio.cl/index.php/RI
32344,2460-6278,Journal of the Indonesian Tropical Animal Agriculture,"Diponegoro University, Faculty of Animal and Agricultural Sciences",0.0,Agriculture,http://ejournal.undip.ac.id/index.php/jitaa
32346,2161-4083,Journal of European Continuing Medical Education,Co-Action Publishing,0.0,Education,http://www.jecme.eu
32354,1533-242X,The Reading Matrix : An International Online Journal,Meena Singhal & John I. Liontas,0.0,Language and Literature,http://www.readingmatrix.com/
32361,2383-2525,International Journal of Supply and Operations Management,Kharazmi University,0.0,Social Sciences,http://www.ijsom.com
32365,1972-4977,Economia E Politica Industriale,Springer,1.0,Other,No Url
32378,2296-4185,Frontiers in Bioengineering and Biotechnology,Frontiers Media S.A.,0.0,Technology,http://www.frontiersin.org/bioengineering_and_biotechnology
32418,0378-5122,Maturitas,Elsevier,1.0,Medicine,No Url
32430,1544-1024,Journal of Materials Engineering and Performance,Springer,1.0,Other,No Url
32435,2036-4121,Journal of Osseointegration,Ariesdue,0.0,Medicine,http://www.journalofosseointegration.eu
32460,1432-0673,Archive for Rational Mechanics and Analysis,Springer,1.0,Other,No Url
32463,2149-8296,Turkish Journal of Clinics and Laboratory,DNT Ortadogu Yayincilik AS,0.0,Medicine,http://dergipark.ulakbim.gov.tr/tjclinlab/
32469,2238-8079,"#Tear: Revista De EducaÔŅĹÔŅĹo, CiÔŅĹncia E Tecnologia","Instituto Federal de EducaÔŅĹÔŅĹo, CiÔŅĹncia e Tecnologia do Rio Grande do Sul (IFRS)",0.0,Education,http://seer.canoas.ifrs.edu.br/seer/index.php/tear
32555,2217-3986,StanovniÔŅĹtvo,"Institute for Social Science, Belgrade",0.0,Social Sciences,http://www.doiserbia.nb.rs/journal.aspx?issn=0038-982X
32561,1561-297X,Revista Cubana De EstomatologÔŅĹA,Editorial Ciencias MÔŅĹdicas,0.0,Medicine,http://scielo.sld.cu/scielo.php?script=sci_serial&pid=0034-7507&lng=es&nrm=iso
32562,2326-0254,Eye and Vision,BioMed Central,0.0,Medicine,http://www.eandv.org/
32569,2260-4987,Synergies Argentine,Groupe dÔŅĹÔŅĹtudes et de Recherches pour le FranÔŅĹais Langue Internationale,0.0,Language and Literature,http://gerflint.fr/argentine
32595,2203-4714,Advances in Language and Literary Studies,Australian International Academic Centre Pty. Ltd.,0.0,Other,No Url
32597,2198-2791,International Journal of Mechanical and Materials Engineering,Springer,0.0,Technology,http://www.springer.com/40712
32602,1472-6963,Bmc Health Services Research,Biomed Central,0.0,MEDICINE,No Url
32624,1936-1351,American Journal of Criminal Justice,Springer,1.0,Other,No Url
32661,1988-4230,Anuario De Estudios Medievales,Consejo Superior de Investigaciones CientÔŅĹficas,0.0,History (General) and history of Europe,http://estudiosmedievales.revistas.csic.es
32664,1988-8546,Estudios GeogrÔŅĹficos,Consejo Superior de Investigaciones CientÔŅĹficas,0.0,Geography. Anthropology. Recreation,http://estudiosgeograficos.revistas.csic.es/index.php/estudiosgeograficos
32666,1824-2049,JCOM: Journal of Science Communication,Sissa Medialab,0.0,Language and Literature,http://jcom.sissa.it/
32675,1573-4854,Journal of Porous Materials,Springer,1.0,Other,No Url
32694,2044-5040,Skeletal Muscle,BioMed Central,0.0,Medicine,No Url
32701,1471-2466,BMC Pulmonary Medicine,BMC-Springer,0.0,MEDICINE,No Url
32706,1572-8609,The Journal of Ethics,Springer,1.0,Other,No Url
32710,2029-5820,Socialinis Darbas: Patirtis Ir Metodai,VERSUS AUREUS,0.0,Social Sciences,http://sd.vdu.lt/index.php/en/
32711,2477-9342,Revista InvestigaciÔŅĹn Y FormaciÔŅĹn PedagÔŅĹgica,Universidad PedagÔŅĹgica Experimental Libertador,0.0,Education,http://revistas.upel.edu.ve/index.php/revinvformpedag/index
32725,2381-9170,Austin Journal of Clinical Pathology,Austin Publishing Group,0.0,Other,No Url
32729,1687-8760,International Journal of Analytical Chemistry,Other,0.0,Other,No Url
32735,1788-2591,Practice and Theory in Systems of Education,De Gruyter Open,0.0,Education,http://www.degruyter.com/view/j/ptse
32746,2038-9930,Journal of Public Health in Africa,PAGEPress Publications,0.0,Medicine,http://www.publichealthinafrica.org
32753,2345-6159,Journal of Rehabilitation Sciences and Research ,Shiraz University of Medical Sciences,0.0,Medicine,http://jrsr.sums.ac.ir/index.php/jrsr/index
32755,2226-7220,African Journal of Disability,AOSIS,0.0,Education,http://www.ajod.org
32807,2333-5831,Public Policy and Administration Review,American Research Institute for Policy Development,0.0,Other,No Url
32818,2312-2528,Translingual Discourse in Ethnomusicology,"Department of Musicology at the University of Vienna and Department of Ethnomusicology, University of Music and Performing Arts Graz, Austria",0.0,Music and books on Music,https://www.tde-journal.org
32841,1983-8018,Revista De Letras Norte@mentos,Universidade do Estado do Mato Grosso,0.0,Language and Literature,http://sinop.unemat.br/projetos/revista/index.php/norteamentos
32845,2223-0343,Research Opinions in Animal & Veterinary Sciences,KPK Publishers,0.0,Agriculture,http://www.roavs.com/
32860,2411-5134,Inventions,MDPI AG,0.0,Technology,http://www.mdpi.com/journal/inventions
32861,2393-8536,Ournal of Multidisciplinary Research in Healthcare,Chitkara University Publications,0.0,Other,No Url
32869,0026-0495,Metabolism,Elsevier,1.0,Medicine,No Url
32870,2327-7092,Research in Higher Education JournalÔŅĹÔŅĹ,Academic and Business Research Institute,0.0,Other,No Url
32874,2250-1029,International Journal of Pharmaceutical and Phytopharmacological Research,Other,0.0,Other,No Url
32909,2373-0757,Journal of Intelligent Transportation and Urban Planning (ITUP),Bowen Publishing,0.0,Other,No Url
32923,0367-598X,Hemijska Industrija,Other,0.0,Other,No Url
32970,2006-9871,African Journal of Bacteriology Research,Academic Journals,0.0,Other,No Url
32978,1710-1492,"Allergy, Asthma & Clinical Immunology",BioMed Central,0.0,Medicine,http://aacijournal.biomedcentral.com
32995,2322-4509,Journal of Pharmaceutical Care,Research Center for Rational Use of Drugs (RCRUD),0.0,Medicine,http://jpc.tums.ac.ir
33028,0123-5362,Revista De EconomÔŅĹa Del Rosario,Universidad del Rosario,0.0,Social Sciences,http://revistas.urosario.edu.co/index.php/economia/index
33032,2285-2107,Romanian Review of Political Sciences and International Relations,"Publishing House of the Romanian Academy, Institute of Political Sciences and International Relations \Ion. I. C. Bratianu\""""",0.0,Political science,http://journal.ispri.ro/
33035,1015-8987,Cellular Physiology and Biochemistry,Other,0.0,Other,No Url
33050,2090-0155,Journal of Electrical and Computer Engineering ,Hindawi Publishing Corporation,0.0,Technology,https://www.hindawi.com/journals/jece/
33085,1899-4849,Physical Culture and Sport : Studies and Research,De Gruyter Open,0.0,Geography. Anthropology. Recreation,http://www.degruyter.com/view/j/pcssr
33092,2375-3919,American Journal of Materials Research,American Association for Science and TechnologyÔŅĹ(AASCIT),0.0,Other,No Url
33118,0719-4749,Revista De Historia Social Y De Las Mentalidades,Universidad de Santiago de Chile,0.0,History America | Social Sciences,http://www.rhistoria.usach.cl
33133,1909-7778,Revista De Derecho PÔŅĹblico,Universidad de los Andes,0.0,Law,http://derechopublico.uniandes.edu.co/
33138,2314-758X,Advances in Medicine,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/amed/
33141,1796-217X,Journal of Software,Advanced Science and Engineering Technology InstituteÔŅĹ(ASET),0.0,Other,No Url
33184,1471-2377,BMC Neurology,Biomed Central,0.0,NEUROSCIENCE,No Url
33199,0970-9371,Journal of Cytology,Medknow Publications,0.0,Other,No Url
33201,0976-0164,Pravara Medical Review,"Pravara Institute of Medical Sciences (DU), Loni",0.0,Medicine,http://www.pravara.com/pmrjournal.html
33221,1916-7245,Canadian Respiratory Journal ,Hindawi Publishing Corporation,0.0,Medicine,https://www.hindawi.com/journals/crj/
33235,1989-1970,Revista Internacional De Derecho Romano ,Universidad de Castilla-La Mancha,0.0,Law,http://www.ridrom.uclm.es
33238,2442-3890,Jurnal Pendidikan Humaniora,Universitas Negeri Malang,0.0,Education | Social Sciences,http://journal.um.ac.id/index.php/jph
33241,2304-9391,Modern Traffic and Transportation Engineering Research,American V-King Scientific Publishing,0.0,Other,No Url
33242,2354-886X,Jurnal Pengolahan Hasil Perikanan Indonesia,Bogor Agricultural University,0.0,Agriculture,http://journal.ipb.ac.id/index.php/jphpi/index
33246,1573-5168,Fish Physiology and Biochemistry,Springer,1.0,Other,No Url
33251,2299-677X,Sample Preparation,De Gruyter Open,0.0,Science,http://www.degruyter.com/view/j/sampre
33271,2217-7965,Tribology in Industry,University of Kragujevac,0.0,Technology,http://www.tribology.fink.rs/
33276,2409-1707,Voennyi Sbornik,Academic Publisher House Researcher,0.0,Military Science,http://ejournal6.com/en/index.html
33298,2000-2297,Journal of Oral Microbiology,Other,0.0,Other,No Url
33315,1432-0959,Continuum Mechanics and Thermodynamics,Springer,1.0,Other,No Url
33336,1436-2449,Polymer Bulletin,Springer,1.0,Other,No Url
33338,0974-5904,The International Journal of Earth Sciences and Engineering (IJEE),Cafet Innova Technical Society (CITS),0.0,Other,No Url
33345,1543-4508,Learning & Behavior,Springer,1.0,Other,No Url
33399,2196-0577,Journal of Modern Transportation,Springer,0.0,Technology,http://www.springer.com/40534
33404,1873-2100,International Research Journal of Accounting and Taxation,Advanced Scholars Journals,0.0,Other,No Url
33414,2340-8340,Revista De PsicologÔŅĹa ClÔŅĹnica Con NiÔŅĹos Y Adolescentes,Universidad Miguel HernÔŅĹndez,0.0,Philosophy. Psychology. Religion,http://www.revistapcna.com/
33416,1475-2891,Nutrition Journal,Biomed Central,0.0,Other,No Url
33434,2327-316X,International Journal of Educational Research and Development,Academe Research Journals,0.0,Other,No Url
33440,1932-7641,Columbia Undergraduate Science Journal,Columbia University Libraries,0.0,Science,http://cusj.columbia.edu/current-issue/
33445,1799-4632,Bulletin of the Geological Society of Finland,The Geological Society of Finland,0.0,Science,http://www.geologinenseura.fi/bulletin/index.html
33448,0015-4725,Fluoride,Other,0.0,Other,No Url
33454,1880-8026,Industrial Health,"Natl Inst Occupational Safety & Health, Japan",0.0,Other,No Url
33485,1827-9635,Acta Herpetologica,Other,0.0,Other,No Url
33517,1874-1495,The Open Civil Engineering Journal,Bentham Open,0.0,Other,No Url
33543,2347-5536,Innovare Journal of Health Sciences,Innovare Academic Sciencies,0.0,Other,No Url
33554,1878-5417,Religion and Gender,Utrecht University Library Open Access Journals (Publishing Services),0.0,Social Sciences,https://www.religionandgender.org/
33571,1176-9343,Evolutionary Bioinformatics,Libertas Academica,0.0,Other,No Url
33579,1934-8932,Journal of Environmental Science and Engineering,David Publishing,0.0,Other,No Url
33583,2319-3484,International Journal of Remote Sensing and Geoscience,Other,0.0,Other,No Url
33614,2313-1535,International Journal of Electronics and Information Engineering,Other,0.0,Other,No Url
33615,1573-9090,Prospects,Springer,1.0,Other,No Url
33640,1819-3358,Asian Journal of Textile,Asian Network for Scientific Information (ansinet),0.0,Other,No Url
33641,2157-9369,Reviews in Nanoscience and Nanotechnology,American Scientific Publishers,0.0,Other,No Url
33689,1556-3804,Current Colorectal Cancer Reports,Springer,1.0,Other,No Url
33694,1613-9836,Review of Regional Research,Springer,1.0,Other,No Url
33703,0976-9900,Journal of Ecology and Environmental Sciences,BioInfo Publications,0.0,Other,No Url
33706,1886-1897,International Journal of Humanities and Cultural Studies,Other,0.0,Other,No Url
33713,2318-9452,Journal of Scientific Initiation on International Relations,Universidade Federal da Paraiba,0.0,Political science,http://periodicos.ufpb.br/ojs/index.php/ricri/index
33725,2190-4715,Environmental Sciences Europe,Springer,0.0,Geography. Anthropology. Recreation,http://www.enveurope.com/
33741,1853-9580,Badebec ,Universidad Nacional de Rosario,0.0,Language and Literature,http://www.badebec.org/badebec_11/sitio/index.html
33745,1849-0395,Psychological Topics,University of Rijeka,0.0,Philosophy. Psychology. Religion,http://www.ffri.hr/psihologija/en/psychological-topics.html
33746,2254-6111,Revista Universitaria De Historia Militar On-Line,Centro de Estudios de Historia Militar,0.0,History (General) and history of Europe,http://ruhm.es/index.php/RUHM
33750,2314-7490,Indian Journal of Materials Science,Hindawi Publishing Corporation,0.0,Technology,https://www.hindawi.com/journals/ijms/
33751,1755-7682,International Archives of Medicine,Biomed Central Ltd,0.0,Other,No Url
33754,2277-548X,International Journal on Cybernetics & Informatics ( IJCI ),AIRCC Publishing Corporation,0.0,Other,No Url
33775,1812-5646,Information Technology Journal,Asian Network for Scientific Information (ansinet),0.0,Other,No Url
33781,2314-6230,Journal of Solar Energy ,Hindawi Publishing Corporation,0.0,Technology,https://www.hindawi.com/journals/jse/
33784,2260-6483,Synergies Chine,Groupe dÔŅĹEtudes et de Recherches pour le FranÔŅĹais Langue Internationale (GERFLINT),0.0,Language and Literature,http://gerflint.fr/synergies-chine
33787,1857-7415,Macedonian Veterinary Review ,"Ss.Cyril and Methodius University, Skopje",0.0,Agriculture,http://www.macvetrev.mk
33796,2279-7483,Veins and Lymphatics,PAGEPress Publications,0.0,Medicine,http://www.pagepressjournals.org/index.php/vl/index
33849,2284-953X,Current Trends in Natural Sciences,Editura Universitatii din Pitesti,0.0,Science,http://natsci.upit.ro
33853,1988-3250,Estudios Geologicos,Consejo Superior de Investigaciones CientÔŅĹficas,0.0,Science,http://estudiosgeol.revistas.csic.es
33858,2230-9624,International Journal of Advanced Computer and Mathematical Sciences,BioIT international Journals,0.0,Other,No Url
33866,2228-5547,International Journal of Industrial Chemistry,Springer,0.0,Technology,http://www.industchem.com/
33883,1516-635X,Brazilian Journal of Poultry Science,Other,0.0,Other,No Url
33926,1437-1588,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,Springer,1.0,Other,No Url
33936,2410-2636,Here,Other,0.0,Other,No Url
33940,2169-7574,"Plastic and Reconstructive Surgery, Global Open",Lippincott Williams & Wilkins,0.0,Medicine,http://www.prsgo.com
33966,0974-5718,International Journal of Mathematics & Computation,CESER Publications,0.0,Other,No Url
33997,0974-5149,Annals of Pediatric Cardiology,Medknow Publications,0.0,Medicine,http://www.annalspc.com/
34001,2156-7077,Research in Learning Technology,Co-Action Publishing,0.0,Education,http://www.researchinlearningtechnology.net/
